element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,3,"=""213.673""","=""0.004""","=""213.67170""","=""0.00003""","=""3""","=""""",,"=""225404.1120""","=""272190.126""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""2""",,"=""""","=""L7491""",
Ar,3,"=""213.859""","=""0.003""","=""213.859422""","=""0.000008""","=""10""","=""""",,"=""196680.8461""","=""243425.7974""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""","=""3s2.3p3.(2P*).4p""","=""3P""","=""2""",,"=""""","=""L7493""",
Ar,2,"=""213.88805""","=""0.00001""","=""213.888046""","=""0.000003""","=""59""","=""""",,"=""155043.1619""","=""201781.8583""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""214.0747""","=""0.0006""","=""214.074780""","=""0.000004""","=""2*""","=""""",,"=""142717.0965""","=""189415.0280""","=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""214.0747""","=""0.0006""","=""214.075683""","=""0.000006""","=""2*""","=""""",,"=""161048.7411""","=""207746.4757""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4D""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""214.1125""","=""0.0020""","=""214.11620""","=""0.00007""","=""4""","=""""",,"=""239194.033""","=""285882.932""","=""3s2.3p3.(2P*).4p""","=""3S""","=""1""","=""3s2.3p3.(2P*).5s""","=""3P*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""214.16820""","=""0.00008""","=""214.168168""","=""0.000004""","=""7""","=""""",,"=""155043.1619""","=""201720.7331""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""214.16835""","=""0.00012""","=""214.168318""","=""0.000004""","=""4""","=""""",,"=""148620.1414""","=""195297.6798""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""214.22762""","=""0.00002""","=""214.227642""","=""0.000004""","=""17""","=""""",,"=""145668.8845""","=""192333.4986""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,3,"=""214.3455""","=""0.0020""","=""214.3455""","=""0.0018""","=""1""","=""""",,"=""239194.033""","=""285833.0""","=""3s2.3p3.(2P*).4p""","=""3S""","=""1""","=""3s2.3p3.(2P*).5s""","=""3P*""","=""0""",,"=""""","=""L9366""",
Ar,2,"=""214.3884""","=""0.0006""","=""214.38860""","=""0.00006""","=""3""","=""""",,"=""108721.537""","=""155351.1206""","=""3s.3p6""","=""2S""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""214.68255""","=""0.00003""","=""214.682568""","=""0.000003""","=""14""","=""""",,"=""155043.1619""","=""201608.9017""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""214.7681""","=""0.0006""","=""214.768231""","=""0.000004""","=""2""","=""""",,"=""143107.6801""","=""189654.8487""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""214.795""","=""0.005""","=""214.79562""","=""0.00007""","=""6""","=""""",,"=""225156.5915""","=""271697.825""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""0""",,"=""""","=""L7492""",
Ar,3,"=""214.83890""","=""0.00006""","=""214.83894""","=""0.00003""","=""4""","=""""",,"=""196615.2125""","=""243147.063""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""",,"=""""","=""L11520""",
Ar,3,"=""214.873""","=""0.005""","=""214.87747""","=""0.00004""","=""8""","=""""",,"=""225149.2072""","=""271672.715""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",,"=""""","=""L7492""",
Ar,3,"=""214.907""","=""0.005""","=""214.91158""","=""0.00004""","=""3""","=""""",,"=""225156.5915""","=""271672.715""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",,"=""""","=""L7492""",
Ar,2,"=""215.05367""","=""0.00007""","=""215.053649""","=""0.000005""","=""6""","=""""",,"=""150147.7021""","=""196633.1005""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""215.10518""","=""0.00001""","=""215.105179""","=""0.000004""","=""129""","=""""",,"=""150147.7021""","=""196621.9658""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""215.194""","=""0.002""","=""215.193403""","=""0.000004""","=""0""","=""""",,"=""148842.4674""","=""195297.6798""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""215.30684""","=""0.00001""","=""215.306849""","=""0.000003""","=""120""","=""""",,"=""155351.1206""","=""201781.8583""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""215.39813""","=""0.00001""","=""215.398140""","=""0.000006""","=""51""","=""""",,"=""148620.1414""","=""195031.2028""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""215.5588""","=""0.0006""","=""215.559053""","=""0.000005""","=""1""","=""""",,"=""148620.1414""","=""194996.5613""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""215.638""","=""0.005""","=""215.63583""","=""0.00003""","=""3""","=""""",,"=""225149.2072""","=""271509.116""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",,"=""""","=""L7492""",
Ar,3,"=""215.753""","=""0.003""","=""215.75668""","=""0.00019""","=""3""","=""""",,"=""196590.6352""","=""242924.58""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3P""","=""0""",,"=""""","=""L7493""",
Ar,2,"=""215.8755""","=""0.0006""","=""215.875454""","=""0.000004""","=""2""","=""""",,"=""155043.1619""","=""201351.6169""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""215.88834""","=""0.00002""","=""215.888321""","=""0.000004""","=""25""","=""""",,"=""145668.8845""","=""191974.5800""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""215.90494""","=""0.00001""","=""215.904944""","=""0.000004""","=""37""","=""""",,"=""155043.1619""","=""201345.2925""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""216.18943""","=""0.00002""","=""216.189413""","=""0.000004""","=""20""","=""""",,"=""148620.1414""","=""194861.3529""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""216.22906""","=""0.00003""","=""216.229030""","=""0.000004""","=""11""","=""""",,"=""144709.9818""","=""190942.7220""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2S*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""216.43506""","=""0.00004""","=""216.435057""","=""0.000006""","=""13""","=""""",,"=""148842.4674""","=""195031.2028""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""216.5039""","=""0.0006""","=""216.50364""","=""0.00014""","=""1""","=""""",,"=""172829.6539""","=""219003.76""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""216.57875""","=""0.00002""","=""216.578674""","=""0.000005""","=""17""","=""""",,"=""150474.9903""","=""196633.1005""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""216.58188""","=""0.00001""","=""216.581881""","=""0.000004""","=""178""","=""""",,"=""150147.7021""","=""196305.1289""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,3,"=""216.619""","=""0.005""","=""216.61851""","=""0.00006""","=""15""","=""""",,"=""204569.953""","=""250719.575""","=""3s2.3p3.(4S*).4p""","=""5P""","=""1""","=""3s2.3p3.(4S*).5s""","=""5S*""","=""2""",,"=""""","=""L7492""",
Ar,3,"=""216.82822""","=""0.00006""","=""216.82817""","=""0.00003""","=""8""","=""""",,"=""225404.1120""","=""271509.116""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,3,"=""217.02217""","=""0.00007""","=""217.02221""","=""0.00006""","=""5""","=""""",,"=""204655.7888""","=""250719.575""","=""3s2.3p3.(4S*).4p""","=""5P""","=""2""","=""3s2.3p3.(4S*).5s""","=""5S*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""217.0914""","=""0.0006""","=""217.091351""","=""0.000004""","=""1""","=""""",,"=""142717.0965""","=""188766.2129""","=""3s2.3p4.(3P).3d""","=""4F""","=""7/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""217.1038""","=""0.0006""","=""217.103482""","=""0.000004""","=""1""","=""""",,"=""161048.7411""","=""207095.2846""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""217.13140""","=""0.00001""","=""217.131395""","=""0.000004""","=""105""","=""""",,"=""148842.4674""","=""194883.0921""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""217.14192""","=""0.00001""","=""217.141913""","=""0.000004""","=""107""","=""""",,"=""163299.5616""","=""209337.9564""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""217.2341""","=""0.0006""","=""217.233979""","=""0.000004""","=""2""","=""""",,"=""148842.4674""","=""194861.3529""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""217.26353""","=""0.00003""","=""217.263536""","=""0.000004""","=""11""","=""""",,"=""155708.1075""","=""201720.7331""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""217.3209""","=""0.0006""","=""217.320830""","=""0.000004""","=""1""","=""""",,"=""155351.1206""","=""201351.6169""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""217.374""","=""0.002""","=""217.374264""","=""0.000010""","=""0""","=""""",,"=""158428.1087""","=""204417.2985""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""217.4190""","=""0.0012""","=""217.419058""","=""0.000004""","=""2bl?""","=""""",,"=""148842.4674""","=""194822.1833""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""217.45839""","=""0.00001""","=""217.458391""","=""0.000004""","=""166""","=""""",,"=""150147.7021""","=""196119.1021""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""217.55048""","=""0.00001""","=""217.550485""","=""0.000007""","=""58""","=""""",,"=""163299.5616""","=""209251.5031""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""217.56381""","=""0.00001""","=""217.563802""","=""0.000004""","=""813""","=""""",,"=""149179.2444""","=""195128.3735""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""217.59645""","=""0.00002""","=""217.596446""","=""0.000004""","=""20""","=""""",,"=""150147.7021""","=""196089.9385""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""217.6387""","=""0.0006""","=""217.638998""","=""0.000004""","=""1""","=""""",,"=""143107.6801""","=""189040.9351""","=""3s2.3p4.(3P).3d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""217.71971""","=""0.00007""","=""217.71967""","=""0.00006""","=""7""","=""""",,"=""204803.338""","=""250719.575""","=""3s2.3p3.(4S*).4p""","=""5P""","=""3""","=""3s2.3p3.(4S*).5s""","=""5S*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""218.0089""","=""0.0006""","=""218.00872""","=""0.00006""","=""2""","=""""",,"=""158730.2995""","=""204585.664""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""218.02489""","=""0.00004""","=""218.024918""","=""0.000006""","=""7""","=""""",,"=""149179.2444""","=""195031.2028""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""218.0789""","=""0.0006""","=""218.078940""","=""0.000004""","=""1""","=""""",,"=""150474.9903""","=""196315.5916""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""218.0956""","=""0.0006""","=""218.094059""","=""0.000004""","=""0.5""","=""""",,"=""155043.1619""","=""200880.5857""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""218.12106""","=""0.00001""","=""218.121044""","=""0.000004""","=""138""","=""""",,"=""163506.5368""","=""209338.2903""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""218.13830""","=""0.00007""","=""218.138307""","=""0.000010""","=""8""","=""""",,"=""159393.3850""","=""205221.512""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""218.2849""","=""0.0006""","=""218.284531""","=""0.000004""","=""0.5""","=""""",,"=""144709.9818""","=""190507.4128""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""218.40267""","=""0.00004""","=""218.40267""","=""0.00004""","=""10""","=""""",,"=""226357.0086""","=""272129.669""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""218.54865""","=""0.00001""","=""218.548627""","=""0.000005""","=""74""","=""""",,"=""163506.5368""","=""209248.6316""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,3,"=""218.66627""","=""0.00003""","=""218.666277""","=""0.000025""","=""12""","=""""",,"=""240292.3714""","=""286009.858""","=""3s2.3p3.(2P*).4p""","=""3D""","=""3""","=""3s2.3p3.(2P*).5s""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""218.73153""","=""0.00001""","=""218.731538""","=""0.000004""","=""155""","=""""",,"=""149179.2444""","=""194883.0921""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,3,"=""218.81716""","=""0.00004""","=""218.81716""","=""0.00003""","=""10""","=""""",,"=""226504.1601""","=""272190.126""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""218.8350""","=""0.0006""","=""218.835638""","=""0.000004""","=""0""","=""""",,"=""149179.2444""","=""194861.3529""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""218.84935""","=""0.00001""","=""218.849338""","=""0.000004""","=""37""","=""""",,"=""155351.1206""","=""201030.3698""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""218.895""","=""0.002""","=""218.896067""","=""0.000004""","=""0""","=""""",,"=""143371.4364""","=""189040.9351""","=""3s2.3p4.(3P).3d""","=""4F""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""219.0235""","=""0.0006""","=""219.023457""","=""0.000004""","=""2""","=""""",,"=""149179.2444""","=""194822.1833""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""219.05107""","=""0.00001""","=""219.051074""","=""0.000004""","=""135""","=""""",,"=""155708.1075""","=""201345.2925""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""219.11209""","=""0.00007""","=""219.11208""","=""0.00007""","=""5""","=""""",,"=""240258.453""","=""285882.932""","=""3s2.3p3.(2P*).4p""","=""3D""","=""2""","=""3s2.3p3.(2P*).5s""","=""3P*""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""219.11472""","=""0.00007""","=""219.114755""","=""0.000008""","=""5""","=""""",,"=""163299.5616""","=""208923.4846""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""219.12870""","=""0.00001""","=""219.128691""","=""0.000004""","=""50""","=""""",,"=""149179.2444""","=""194800.2662""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""219.15789""","=""0.00001""","=""219.157871""","=""0.000004""","=""48""","=""""",,"=""150474.9903""","=""196089.9385""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,3,"=""219.20137""","=""0.00003""","=""219.20136""","=""0.00003""","=""17""","=""""",,"=""226646.6786""","=""272252.578""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""3""",,"=""""","=""L11520""",
Ar,2,"=""219.2224""","=""0.0006""","=""219.222599""","=""0.000005""","=""2""","=""""",,"=""150474.9903""","=""196076.4715""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""219.49071""","=""0.00005""","=""219.490693""","=""0.000005""","=""8""","=""""",,"=""151087.3128""","=""196633.1005""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""219.53546""","=""0.00008""","=""219.535388""","=""0.000007""","=""7""","=""""",,"=""159706.5337""","=""205243.0497""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2S""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""219.54437""","=""0.00001""","=""219.544371""","=""0.000004""","=""59""","=""""",,"=""151087.3128""","=""196621.9658""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""219.63920""","=""0.00010""","=""219.639283""","=""0.000010""","=""5""","=""""",,"=""159706.5337""","=""205221.512""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""219.7072""","=""0.0006""","=""219.708165""","=""0.000004""","=""0""","=""""",,"=""145668.8845""","=""191169.5946""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""219.7786""","=""0.0006""","=""219.778139""","=""0.000004""","=""1""","=""""",,"=""144709.9818""","=""190196.2066""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""220.12416""","=""0.00004""","=""220.124175""","=""0.000008""","=""9""","=""""",,"=""163506.5368""","=""208921.2645""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""220.1573""","=""0.0006""","=""220.15778""","=""0.00004""","=""1""","=""""",,"=""163506.5368""","=""208914.333""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<2>).7p""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""220.2135""","=""0.0006""","=""220.213451""","=""0.000003""","=""1""","=""""",,"=""144709.9818""","=""190106.3000""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""220.46981""","=""0.00007""","=""220.469797""","=""0.000003""","=""6""","=""""",,"=""145668.8845""","=""191012.4246""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""220.57332""","=""0.00001""","=""220.573313""","=""0.000005""","=""95""","=""""",,"=""155708.1075""","=""201030.3698""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""220.81507""","=""0.00010""","=""220.815071""","=""0.000003""","=""5""","=""""",,"=""155351.1206""","=""200623.7672""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""221.03173""","=""0.00003""","=""221.031707""","=""0.000003""","=""12""","=""""",,"=""151087.3128""","=""196315.5916""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""221.0883""","=""0.0012""","=""221.082855""","=""0.000004""","=""3bl,i""","=""""",,"=""151087.3128""","=""196305.1289""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""221.2094""","=""0.0012""","=""221.20780""","=""0.00006""","=""0.5m?*""","=""""",,"=""159393.3850""","=""204585.664""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""221.2094""","=""0.0012""","=""221.210161""","=""0.000003""","=""0.5m?*""","=""""",,"=""155043.1619""","=""200234.9579""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(1D).4d""","=""2F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""221.4147""","=""0.0006""","=""221.415069""","=""0.000004""","=""1""","=""""",,"=""150147.7021""","=""195297.6798""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""221.61849""","=""0.00001""","=""221.618488""","=""0.000003""","=""87""","=""""",,"=""155043.1619""","=""200151.7014""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
